idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,14.71,14.71,0,3,0,0,20,0,0,0
2,13.94,13.94,0,3,0,1,20,0,0,0
3,16.38,16.38,1,3,0,2,20,0,0,0
4,5.61,5.61,0,6,0,0,20,0,0,0
5,6.54,6.54,1,6,0,1,20,0,0,0
6,14.04,14.04,0,4,0,0,20,1,0,0
7,19.74,19.74,0,3,0,3,20,2,0,0
8,18.22,18.22,0,5,0,0,20,3,0,0
9,23.12,23.12,0,3,0,4,20,4,0,0
10,21.2,21.2,0,5,0,1,20,5,0,0
11,14.72,14.72,0,4,0,1,20,6,0,0
12,5.59,5.59,0,1,0,0,20,7,0,0
13,5.46,5.46,0,1,0,1,20,8,0,0
14,16.04,16.04,0,4,0,2,20,9,0,0
15,13.61,13.61,0,6,0,2,20,10,0,0
16,21.83,21.83,0,5,0,2,20,11,0,0
17,19.57,19.57,0,4,0,3,20,12,0,0
18,19.91,19.91,0,4,0,4,20,13,0,0
19,21.7,21.7,0,5,0,3,20,14,0,0
20,9.6,9.6,0,2,0,0,20,15,0,0
21,10.28,10.28,0,1,0,2,20,16,0,0
22,13.58,13.58,0,1,0,3,20,17,0,0
23,11.52,11.52,0,2,0,1,20,18,0,0
24,19.08,19.08,0,6,0,3,20,19,0,0
25,10.46,10.46,0,2,0,2,20,20,0,0
