idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,15.99,15.99,1,6,0,2,20,0,0,0
2,18.74,18.74,1,6,0,3,20,0,0,0
3,14.7,14.7,1,6,0,1,20,0,0,0
4,23.66,23.66,1,6,0,4,20,0,0,0
5,10.17,10.17,0,6,0,0,20,0,0,0
6,8.99,8.99,0,3,0,0,20,1,0,0
7,11.55,11.55,0,3,0,1,20,2,0,0
8,19.45,19.45,0,3,0,2,20,3,0,0
9,8.76,8.76,0,1,0,0,20,4,0,0
10,14.85,14.85,0,1,0,1,20,5,0,0
11,5.41,5.41,0,2,0,0,20,6,0,0
12,12.41,12.41,0,4,0,0,20,7,0,0
13,23.86,23.86,0,3,0,3,20,8,0,0
14,20.33,20.33,0,1,0,2,20,9,0,0
15,5.89,5.89,0,2,0,1,20,10,0,0
16,12.0,12.0,0,1,0,3,20,11,0,0
17,5.94,5.94,0,2,0,2,20,12,0,0
18,16.81,16.81,0,1,0,4,20,13,0,0
19,10.73,10.73,0,2,0,3,20,14,0,0
20,15.39,15.39,0,4,0,1,20,15,0,0
21,21.79,21.79,0,4,0,2,20,16,0,0
22,5.2,5.2,0,5,0,0,20,17,0,0
23,18.69,18.69,0,2,0,4,20,18,0,0
24,17.1,17.1,0,5,0,1,20,19,0,0
25,15.46,15.46,0,5,0,2,20,20,0,0
