idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,14.79,14.79,1,1,0,1,20,0,0,0
2,15.3,15.3,0,5,0,0,20,0,0,0
3,12.7,12.7,0,1,0,0,20,0,0,0
4,18.52,18.52,1,5,0,2,20,0,0,0
5,15.37,15.37,0,5,0,1,20,0,0,0
6,6.83,6.83,0,2,0,0,20,1,0,0
7,18.4,18.4,0,1,0,2,20,2,0,0
8,20.95,20.95,0,5,0,3,20,3,0,0
9,20.66,20.66,0,1,0,3,20,4,0,0
10,8.73,8.73,0,2,0,1,20,5,0,0
11,12.67,12.67,0,6,0,0,20,6,0,0
12,9.97,9.97,0,4,0,0,20,7,0,0
13,10.41,10.41,0,4,0,1,20,8,0,0
14,5.26,5.26,0,3,0,0,20,9,0,0
15,21.34,21.34,0,6,0,1,20,10,0,0
16,6.95,6.95,0,3,0,1,20,11,0,0
17,10.93,10.93,0,3,0,2,20,12,0,0
18,9.44,9.44,0,2,0,2,20,13,0,0
19,11.71,11.71,0,3,0,3,20,14,0,0
20,10.13,10.13,0,2,0,3,20,15,0,0
21,15.57,15.57,0,3,0,4,20,16,0,0
22,12.03,12.03,0,4,0,2,20,17,0,0
23,20.27,20.27,0,6,0,2,20,18,0,0
24,21.93,21.93,0,5,0,4,20,19,0,0
25,9.49,9.49,0,2,0,4,20,20,0,0
