idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,1,8.31,0,0,1,20
2,5,0,0,6.42,0,0,0,20
3,5,0,3,16.61,0,0,1,20
4,5,0,4,21.09,0,0,1,20
5,5,0,2,11.82,0,0,1,20
6,2,0,0,7.38,1,0,0,20
7,2,0,1,23.24,2,0,0,20
8,1,0,0,17.0,3,0,0,20
9,3,0,0,11.58,4,0,0,20
10,6,0,0,22.77,5,0,0,20
11,1,0,1,18.35,6,0,0,20
12,3,0,1,11.84,7,0,0,20
13,3,0,2,15.07,8,0,0,20
14,1,0,2,22.6,9,0,0,20
15,4,0,0,8.28,10,0,0,20
16,1,0,3,10.19,11,0,0,20
17,2,0,2,12.42,12,0,0,20
18,1,0,4,13.04,13,0,0,20
19,2,0,3,12.94,14,0,0,20
20,3,0,3,16.03,15,0,0,20
21,4,0,1,5.98,16,0,0,20
22,2,0,4,18.24,17,0,0,20
23,4,0,2,12.8,18,0,0,20
24,3,0,4,21.78,19,0,0,20
25,4,0,3,5.06,20,0,0,20
