idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,13.74,13.74,1,4,0,1,20,0,0,0
2,6.08,6.08,0,4,0,0,20,0,0,0
3,17.67,17.67,0,6,0,0,20,0,0,0
4,21.86,21.86,0,6,0,1,20,0,0,0
5,15.16,15.16,1,4,0,2,20,0,0,0
6,10.09,10.09,0,1,0,0,20,1,0,0
7,17.46,17.46,0,4,0,3,20,2,0,0
8,6.23,6.23,0,1,0,1,20,3,0,0
9,19.13,19.13,0,4,0,4,20,4,0,0
10,7.99,7.99,0,3,0,0,20,5,0,0
11,6.79,6.79,0,2,0,0,20,6,0,0
12,12.38,12.38,0,3,0,1,20,7,0,0
13,9.04,9.04,0,2,0,1,20,8,0,0
14,16.7,16.7,0,3,0,2,20,9,0,0
15,22.03,22.03,0,6,0,2,20,10,0,0
16,20.71,20.71,0,3,0,3,20,11,0,0
17,8.38,8.38,0,2,0,2,20,12,0,0
18,19.77,19.77,0,3,0,4,20,13,0,0
19,8.14,8.14,0,1,0,2,20,14,0,0
20,5.42,5.42,0,5,0,0,20,15,0,0
21,6.22,6.22,0,5,0,1,20,16,0,0
22,8.04,8.04,0,1,0,3,20,17,0,0
23,10.47,10.47,0,1,0,4,20,18,0,0
24,14.28,14.28,0,2,0,3,20,19,0,0
25,17.75,17.75,0,2,0,4,20,20,0,0
