idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,15.89,15.89,1,1,0,3,20,0,0,0
2,13.91,13.91,1,1,0,2,20,0,0,0
3,19.83,19.83,1,1,0,4,20,0,0,0
4,16.63,16.63,0,1,0,0,20,0,0,0
5,9.33,9.33,0,1,0,1,20,0,0,0
6,16.8,16.8,0,2,0,0,20,1,0,0
7,11.09,11.09,0,4,0,0,20,2,0,0
8,13.08,13.08,0,4,0,1,20,3,0,0
9,11.38,11.38,0,3,0,0,20,4,0,0
10,14.07,14.07,0,5,0,0,20,5,0,0
11,14.54,14.54,0,4,0,2,20,6,0,0
12,22.62,22.62,0,2,0,1,20,7,0,0
13,22.03,22.03,0,4,0,3,20,8,0,0
14,23.84,23.84,0,4,0,4,20,9,0,0
15,16.79,16.79,0,5,0,1,20,10,0,0
16,5.78,5.78,0,6,0,0,20,11,0,0
17,5.19,5.19,0,6,0,1,20,12,0,0
18,21.12,21.12,0,5,0,2,20,13,0,0
19,17.57,17.57,0,3,0,1,20,14,0,0
20,9.97,9.97,0,2,0,2,20,15,0,0
21,12.04,12.04,0,2,0,3,20,16,0,0
22,16.81,16.81,0,2,0,4,20,17,0,0
23,11.15,11.15,0,3,0,2,20,18,0,0
24,6.75,6.75,0,6,0,2,20,19,0,0
25,20.27,20.27,0,3,0,3,20,20,0,0
