idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,22.14,22.14,0,1,0,0,20,0,0,0
2,16.21,16.21,1,1,0,2,20,0,0,0
3,22.85,22.85,1,1,0,3,20,0,0,0
4,11.64,11.64,0,1,0,1,20,0,0,0
5,23.65,23.65,1,1,0,4,20,0,0,0
6,7.48,7.48,0,2,0,0,20,1,0,0
7,12.04,12.04,0,2,0,1,20,2,0,0
8,5.5,5.5,0,3,0,0,20,3,0,0
9,9.8,9.8,0,2,0,2,20,4,0,0
10,9.14,9.14,0,3,0,1,20,5,0,0
11,22.23,22.23,0,2,0,3,20,6,0,0
12,16.99,16.99,0,6,0,0,20,7,0,0
13,9.64,9.64,0,4,0,0,20,8,0,0
14,10.59,10.59,0,5,0,0,20,9,0,0
15,22.77,22.77,0,2,0,4,20,10,0,0
16,8.73,8.73,0,3,0,2,20,11,0,0
17,15.47,15.47,0,5,0,1,20,12,0,0
18,17.72,17.72,0,6,0,1,20,13,0,0
19,12.24,12.24,0,3,0,3,20,14,0,0
20,8.14,8.14,0,4,0,1,20,15,0,0
21,17.55,17.55,0,3,0,4,20,16,0,0
22,10.96,10.96,0,4,0,2,20,17,0,0
23,7.04,7.04,0,4,0,3,20,18,0,0
24,18.46,18.46,0,5,0,2,20,19,0,0
25,8.07,8.07,0,4,0,4,20,20,0,0
