idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,19.93,19.93,1,3,0,3,20,0,0,0
2,9.25,9.25,0,3,0,0,20,0,0,0
3,17.34,17.34,1,3,0,2,20,0,0,0
4,21.66,21.66,1,3,0,4,20,0,0,0
5,16.84,16.84,1,3,0,1,20,0,0,0
6,11.06,11.06,0,2,0,0,20,1,0,0
7,15.72,15.72,0,4,0,0,20,2,0,0
8,23.74,23.74,0,4,0,1,20,3,0,0
9,20.72,20.72,0,4,0,2,20,4,0,0
10,19.51,19.51,0,6,0,0,20,5,0,0
11,18.18,18.18,0,5,0,0,20,6,0,0
12,22.88,22.88,0,6,0,1,20,7,0,0
13,12.37,12.37,0,2,0,1,20,8,0,0
14,5.45,5.45,0,1,0,0,20,9,0,0
15,7.18,7.18,0,1,0,1,20,10,0,0
16,17.78,17.78,0,2,0,2,20,11,0,0
17,15.1,15.1,0,1,0,2,20,12,0,0
18,11.28,11.28,0,1,0,3,20,13,0,0
19,12.74,12.74,0,1,0,4,20,14,0,0
20,13.18,13.18,0,2,0,3,20,15,0,0
21,20.12,20.12,0,5,0,1,20,16,0,0
22,22.19,22.19,0,5,0,2,20,17,0,0
23,17.3,17.3,0,2,0,4,20,18,0,0
24,20.9,20.9,0,4,0,3,20,19,0,0
25,17.43,17.43,0,4,0,4,20,20,0,0
