idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,1,6.82,0,0,1,20
2,2,0,4,21.4,0,0,1,20
3,2,0,3,21.05,0,0,1,20
4,2,0,2,8.2,0,0,1,20
5,2,0,0,6.27,0,0,0,20
6,1,0,0,7.6,1,0,0,20
7,1,0,1,19.62,2,0,0,20
8,1,0,2,6.17,3,0,0,20
9,1,0,3,20.55,4,0,0,20
10,3,0,0,5.71,5,0,0,20
11,1,0,4,23.11,6,0,0,20
12,3,0,1,15.9,7,0,0,20
13,4,0,0,10.45,8,0,0,20
14,3,0,2,16.77,9,0,0,20
15,3,0,3,23.55,10,0,0,20
16,4,0,1,13.49,11,0,0,20
17,3,0,4,20.53,12,0,0,20
18,6,0,0,18.95,13,0,0,20
19,5,0,0,12.57,14,0,0,20
20,5,0,1,18.02,15,0,0,20
21,4,0,2,12.75,16,0,0,20
22,4,0,3,8.97,17,0,0,20
23,4,0,4,9.76,18,0,0,20
24,5,0,2,9.95,19,0,0,20
25,5,0,3,7.13,20,0,0,20
