idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,6.21,6.21,0,4,0,0,20,0,0,0
2,13.84,13.84,1,4,0,2,20,0,0,0
3,23.98,23.98,1,4,0,4,20,0,0,0
4,9.35,9.35,1,4,0,1,20,0,0,0
5,19.2,19.2,1,4,0,3,20,0,0,0
6,21.84,21.84,0,6,0,0,20,1,0,0
7,23.63,23.63,0,6,0,1,20,2,0,0
8,20.45,20.45,0,1,0,0,20,3,0,0
9,14.23,14.23,0,2,0,0,20,4,0,0
10,14.48,14.48,0,2,0,1,20,5,0,0
11,13.3,13.3,0,2,0,2,20,6,0,0
12,18.86,18.86,0,5,0,0,20,7,0,0
13,5.23,5.23,0,1,0,1,20,8,0,0
14,13.88,13.88,0,2,0,3,20,9,0,0
15,8.73,8.73,0,1,0,2,20,10,0,0
16,10.33,10.33,0,3,0,0,20,11,0,0
17,18.96,18.96,0,5,0,1,20,12,0,0
18,23.07,23.07,0,5,0,2,20,13,0,0
19,15.24,15.24,0,2,0,4,20,14,0,0
20,9.28,9.28,0,1,0,3,20,15,0,0
21,20.32,20.32,0,3,0,1,20,16,0,0
22,6.11,6.11,0,1,0,4,20,17,0,0
23,22.38,22.38,0,3,0,2,20,18,0,0
24,6.37,6.37,0,3,0,3,20,19,0,0
25,23.98,23.98,0,6,0,2,20,20,0,0
