idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,12.16,0,0,0,20
2,1,0,0,16.8,0,0,0,20
3,5,0,1,8.26,0,0,0,20
4,5,0,2,10.85,0,0,1,20
5,1,0,1,18.59,0,0,0,20
6,5,0,3,13.26,1,0,0,20
7,2,0,0,9.4,2,0,0,20
8,2,0,1,12.73,3,0,0,20
9,4,0,0,11.87,4,0,0,20
10,6,0,0,15.79,5,0,0,20
11,3,0,0,7.99,6,0,0,20
12,3,0,1,11.5,7,0,0,20
13,5,0,4,15.13,8,0,0,20
14,4,0,1,13.48,9,0,0,20
15,3,0,2,5.82,10,0,0,20
16,3,0,3,6.28,11,0,0,20
17,2,0,2,9.36,12,0,0,20
18,1,0,2,23.63,13,0,0,20
19,6,0,1,20.83,14,0,0,20
20,6,0,2,21.94,15,0,0,20
21,6,0,3,21.45,16,0,0,20
22,3,0,4,16.34,17,0,0,20
23,2,0,3,12.48,18,0,0,20
24,2,0,4,13.42,19,0,0,20
25,4,0,2,18.58,20,0,0,20
