idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,3,22.52,0,0,1,20
2,6,0,0,14.86,0,0,0,20
3,4,0,2,17.88,0,0,1,20
4,4,0,0,14.74,0,0,0,20
5,4,0,1,15.8,0,0,1,20
6,3,0,0,10.31,1,0,0,20
7,3,0,1,15.25,2,0,0,20
8,4,0,4,22.61,3,0,0,20
9,3,0,2,15.59,4,0,0,20
10,3,0,3,23.18,5,0,0,20
11,1,0,0,14.2,6,0,0,20
12,6,0,1,17.27,7,0,0,20
13,2,0,0,7.81,8,0,0,20
14,1,0,1,6.7,9,0,0,20
15,3,0,4,21.9,10,0,0,20
16,5,0,0,5.02,11,0,0,20
17,5,0,1,5.32,12,0,0,20
18,2,0,1,11.13,13,0,0,20
19,6,0,2,19.22,14,0,0,20
20,6,0,3,19.87,15,0,0,20
21,6,0,4,19.92,16,0,0,20
22,1,0,2,8.74,17,0,0,20
23,2,0,2,21.05,18,0,0,20
24,2,0,3,23.46,19,0,0,20
25,1,0,3,14.43,20,0,0,20
