idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,15.91,15.91,0,5,0,0,20,0,0,0
2,14.02,14.02,0,5,0,1,20,0,0,0
3,23.17,23.17,0,5,0,2,20,0,0,0
4,8.73,8.73,1,6,0,1,20,0,0,0
5,5.98,5.98,0,6,0,0,20,0,0,0
6,7.8,7.8,0,1,0,0,20,1,0,0
7,8.58,8.58,0,1,0,1,20,2,0,0
8,13.85,13.85,0,6,0,2,20,3,0,0
9,18.99,18.99,0,6,0,3,20,4,0,0
10,12.19,12.19,0,4,0,0,20,5,0,0
11,12.28,12.28,0,4,0,1,20,6,0,0
12,12.78,12.78,0,4,0,2,20,7,0,0
13,13.78,13.78,0,4,0,3,20,8,0,0
14,7.45,7.45,0,2,0,0,20,9,0,0
15,8.45,8.45,0,1,0,2,20,10,0,0
16,14.29,14.29,0,4,0,4,20,11,0,0
17,22.41,22.41,0,6,0,4,20,12,0,0
18,16.16,16.16,0,1,0,3,20,13,0,0
19,16.79,16.79,0,1,0,4,20,14,0,0
20,9.49,9.49,0,3,0,0,20,15,0,0
21,14.83,14.83,0,3,0,1,20,16,0,0
22,11.21,11.21,0,2,0,1,20,17,0,0
23,12.11,12.11,0,2,0,2,20,18,0,0
24,12.52,12.52,0,2,0,3,20,19,0,0
25,9.08,9.08,0,2,0,4,20,20,0,0
