idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,15.61,0,0,0,20
2,2,0,2,18.31,0,0,1,20
3,2,0,1,14.39,0,0,0,20
4,3,0,0,7.2,0,0,0,20
5,3,0,1,12.29,0,0,0,20
6,5,0,0,8.91,1,0,0,20
7,2,0,3,23.12,2,0,0,20
8,1,0,0,8.31,3,0,0,20
9,3,0,2,13.53,4,0,0,20
10,1,0,1,6.36,5,0,0,20
11,3,0,3,13.55,6,0,0,20
12,1,0,2,8.35,7,0,0,20
13,5,0,1,9.2,8,0,0,20
14,3,0,4,19.85,9,0,0,20
15,6,0,0,12.63,10,0,0,20
16,2,0,4,23.83,11,0,0,20
17,1,0,3,8.68,12,0,0,20
18,5,0,2,11.75,13,0,0,20
19,4,0,0,8.3,14,0,0,20
20,6,0,1,15.85,15,0,0,20
21,1,0,4,9.3,16,0,0,20
22,6,0,2,21.96,17,0,0,20
23,5,0,3,20.86,18,0,0,20
24,4,0,1,12.7,19,0,0,20
25,4,0,2,8.08,20,0,0,20
