idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,16.54,16.54,1,2,0,1,20,0,0,0
2,5.48,5.48,1,2,0,0,20,0,0,0
3,7.77,7.77,0,1,0,0,20,0,0,0
4,22.71,22.71,1,1,0,2,20,0,0,0
5,21.03,21.03,1,1,0,1,20,0,0,0
6,21.8,21.8,0,2,0,2,20,1,0,0
7,21.74,21.74,0,3,0,0,20,2,0,0
8,19.28,19.28,0,4,0,0,20,3,0,0
9,21.17,21.17,0,4,0,1,20,4,0,0
10,21.97,21.97,0,2,0,3,20,5,0,0
11,14.37,14.37,0,5,0,0,20,6,0,0
12,15.87,15.87,0,4,0,2,20,7,0,0
13,16.2,16.2,0,5,0,1,20,8,0,0
14,10.15,10.15,0,3,0,1,20,9,0,0
15,18.16,18.16,0,4,0,3,20,10,0,0
16,16.69,16.69,0,6,0,0,20,11,0,0
17,21.93,21.93,0,4,0,4,20,12,0,0
18,17.07,17.07,0,6,0,1,20,13,0,0
19,15.68,15.68,0,3,0,2,20,14,0,0
20,22.84,22.84,0,1,0,3,20,15,0,0
21,7.99,7.99,0,3,0,3,20,16,0,0
22,13.03,13.03,0,3,0,4,20,17,0,0
23,10.15,10.15,0,5,0,2,20,18,0,0
24,15.33,15.33,0,5,0,3,20,19,0,0
25,18.12,18.12,0,6,0,2,20,20,0,0
