idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,6.26,0,0,0,20
2,1,0,1,10.82,0,0,1,20
3,4,0,0,11.68,0,0,0,20
4,4,0,2,16.01,0,0,1,20
5,4,0,1,15.05,0,0,0,20
6,5,0,0,12.12,1,0,0,20
7,2,0,0,7.42,2,0,0,20
8,5,0,1,16.46,3,0,0,20
9,5,0,2,23.07,4,0,0,20
10,5,0,3,20.38,5,0,0,20
11,5,0,4,22.55,6,0,0,20
12,2,0,1,6.91,7,0,0,20
13,2,0,2,8.2,8,0,0,20
14,1,0,2,12.45,9,0,0,20
15,3,0,0,7.45,10,0,0,20
16,3,0,1,6.87,11,0,0,20
17,4,0,3,23.28,12,0,0,20
18,6,0,0,17.58,13,0,0,20
19,6,0,1,22.07,14,0,0,20
20,1,0,3,13.04,15,0,0,20
21,4,0,4,23.96,16,0,0,20
22,1,0,4,17.46,17,0,0,20
23,2,0,3,20.99,18,0,0,20
24,6,0,2,21.95,19,0,0,20
25,3,0,2,5.93,20,0,0,20
26,3,0,3,8.58,21,0,0,20
27,3,0,4,20.06,22,0,0,20
