idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,4,0,0,22.39,0,0,0,20
2,4,0,1,13.93,0,0,0,20
3,4,0,4,20.6,0,0,1,20
4,4,0,3,17.45,0,0,1,20
5,4,0,2,15.4,0,0,1,20
6,6,0,0,19.3,1,0,0,20
7,3,0,0,10.53,2,0,0,20
8,3,0,1,12.67,3,0,0,20
9,1,0,0,5.94,4,0,0,20
10,6,0,1,23.27,5,0,0,20
11,1,0,1,11.71,6,0,0,20
12,3,0,2,13.48,7,0,0,20
13,2,0,0,8.27,8,0,0,20
14,3,0,3,18.41,9,0,0,20
15,5,0,0,8.07,10,0,0,20
16,5,0,1,20.5,11,0,0,20
17,1,0,2,17.64,12,0,0,20
18,2,0,1,12.18,13,0,0,20
19,3,0,4,20.7,14,0,0,20
20,2,0,2,16.56,15,0,0,20
21,2,0,3,15.12,16,0,0,20
22,5,0,2,20.84,17,0,0,20
23,2,0,4,13.49,18,0,0,20
24,1,0,3,6.41,19,0,0,20
25,1,0,4,14.24,20,0,0,20
26,5,0,3,19.87,21,0,0,20
27,5,0,4,19.67,22,0,0,20
