idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,18.62,1,0,0,20
2,1,0,1,5.75,2,0,0,20
3,6,0,0,23.53,3,0,0,20
4,1,0,2,18.7,4,0,0,20
5,2,0,0,6.69,5,0,0,20
6,2,0,1,9.96,6,0,0,20
7,5,0,0,20.83,7,0,0,20
8,5,0,1,21.46,8,0,0,20
9,3,0,0,8.13,9,0,0,20
10,3,0,1,16.65,10,0,0,20
11,1,0,3,19.8,11,0,0,20
12,5,0,2,23.21,12,0,0,20
13,4,0,0,9.4,13,0,0,20
14,3,0,2,18.76,14,0,0,20
15,1,0,4,14.84,15,0,0,20
16,2,0,2,10.21,16,0,0,20
17,2,0,3,16.18,17,0,0,20
18,4,0,1,13.51,18,0,0,20
19,4,0,2,12.19,19,0,0,20
20,2,0,4,19.51,20,0,0,20
