idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,0,21.51,0,0,20,0,21.51
2,5,0,3,23.42,0,1,20,2,223.42000000000002
3,3,0,0,20.29,0,0,20,3,320.29
4,5,0,0,16.94,0,0,20,1,116.94
5,5,0,1,19.74,0,1,20,2,219.74
6,3,0,1,16.97,0,0,20,3,316.97
7,5,0,2,20.8,0,1,20,2,220.8
8,6,0,1,9.0,1,0,20,3,309.0
9,6,0,2,11.46,2,0,20,3,311.46
10,1,0,0,7.31,3,0,20,2,207.31
11,2,0,0,10.37,4,0,20,1,110.37
12,4,0,0,6.97,5,0,20,0,6.97
13,1,0,1,17.41,6,0,20,2,217.41
14,2,0,1,6.18,7,0,20,2,206.18
15,3,0,2,23.68,8,0,20,3,323.68
16,4,0,1,5.04,9,0,20,0,5.04
17,4,0,2,7.22,10,0,20,0,7.22
18,2,0,2,9.74,11,0,20,2,209.74
19,4,0,3,23.56,12,0,20,0,23.56
20,4,0,4,22.28,13,0,20,0,22.28
