idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,0,12.94,0,0,20,0,12.94
2,4,0,4,22.04,0,1,20,2,222.04
3,3,0,0,19.17,0,0,20,1,119.17
4,4,0,3,9.06,0,1,20,2,209.06
5,4,0,1,11.88,0,0,20,0,11.88
6,3,0,1,11.46,0,0,20,3,311.46
7,4,0,2,20.07,0,1,20,0,20.07
8,1,0,0,14.87,1,0,20,0,14.87
9,1,0,1,22.16,2,0,20,1,122.16
10,2,0,0,10.85,3,0,20,3,310.85
11,3,0,2,20.96,4,0,20,3,320.96
12,2,0,1,20.43,5,0,20,3,320.43
13,5,0,0,15.24,6,0,20,1,115.24
14,1,0,2,15.58,7,0,20,2,215.58
15,1,0,3,19.63,8,0,20,2,219.63
16,6,0,0,10.34,9,0,20,0,10.34
17,6,0,1,8.6,10,0,20,0,8.6
18,6,0,2,18.27,11,0,20,0,18.27
19,5,0,1,16.88,12,0,20,3,316.88
20,6,0,3,18.29,13,0,20,0,18.29
