idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,1,13.14,0,1,20,0,13.14
2,4,0,1,18.69,0,1,20,3,318.69
3,4,0,0,16.66,0,0,20,0,16.66
4,3,0,2,7.07,0,1,20,1,107.07
5,3,0,3,11.7,0,1,20,2,211.7
6,3,0,4,15.46,0,1,20,2,215.46
7,3,0,0,6.4,0,0,20,0,6.4
8,1,0,0,21.78,1,0,20,2,221.78
9,2,0,0,11.96,2,0,20,2,211.96
10,5,0,0,12.77,3,0,20,0,12.77
11,6,0,0,7.76,4,0,20,0,7.76
12,6,0,1,10.55,5,0,20,0,10.55
13,5,0,1,6.95,6,0,20,1,106.95
14,1,0,1,11.82,7,0,20,3,311.82
15,2,0,1,21.85,8,0,20,2,221.85
16,6,0,2,15.02,9,0,20,0,15.02
17,5,0,2,16.73,10,0,20,2,216.73
18,6,0,3,18.65,11,0,20,0,18.65
19,6,0,4,7.88,12,0,20,2,207.88
20,2,0,2,6.66,13,0,20,3,306.66
