idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,3,19.53,2,219.53,0,1,20
2,6,0,0,18.73,1,118.73,0,0,20
3,4,0,1,6.13,1,106.13,0,1,20
4,4,0,2,7.26,1,107.26,0,1,20
5,4,0,4,6.13,3,306.13,0,1,20
6,6,0,1,7.57,3,307.57,0,0,20
7,4,0,0,6.58,0,6.58,0,0,20
8,1,0,0,9.37,0,9.37,1,0,20
9,1,0,1,19.19,0,19.19,2,0,20
10,2,0,0,6.45,1,106.45,3,0,20
11,2,0,1,10.5,1,110.5,4,0,20
12,3,0,0,13.83,0,13.83,5,0,20
13,2,0,2,17.04,2,217.04,6,0,20
14,1,0,2,23.46,1,123.46000000000001,7,0,20
15,3,0,1,14.22,1,114.22,8,0,20
16,2,0,3,18.37,3,318.37,9,0,20
17,2,0,4,20.3,3,320.3,10,0,20
18,5,0,0,13.79,1,113.78999999999999,11,0,20
19,6,0,2,13.87,3,313.87,12,0,20
20,5,0,1,5.48,0,5.48,13,0,20
