idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,2,12.03,3,312.03,0,1,20
2,1,0,0,23.95,3,323.95,0,0,20
3,1,0,1,7.43,3,307.43,0,0,20
4,4,0,1,20.56,1,120.56,0,1,20
5,4,0,0,5.71,1,105.71,0,1,20
6,3,0,0,18.55,3,318.55,0,0,20
7,3,0,1,22.22,2,222.22,0,0,20
8,4,0,2,13.0,2,213.0,1,0,20
9,2,0,0,15.58,1,115.58,2,0,20
10,3,0,2,14.85,3,314.85,3,0,20
11,2,0,1,22.48,1,122.48,4,0,20
12,5,0,0,7.18,1,107.18,5,0,20
13,4,0,3,19.07,2,219.07,6,0,20
14,2,0,2,5.03,2,205.03,7,0,20
15,6,0,0,7.61,0,7.61,8,0,20
16,2,0,3,10.8,2,210.8,9,0,20
17,2,0,4,16.64,2,216.64,10,0,20
18,5,0,1,16.97,1,116.97,11,0,20
19,6,0,1,11.78,0,11.78,12,0,20
20,5,0,2,6.62,2,206.62,13,0,20
