idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,1,20.07,0,1,20,1,120.07
2,3,0,2,7.88,0,1,20,2,207.88
3,1,0,1,17.8,0,1,20,2,217.8
4,1,0,0,11.92,0,0,20,1,111.92
5,3,0,0,22.46,0,0,20,0,22.46
6,3,0,3,9.8,0,1,20,2,209.8
7,3,0,4,15.86,0,1,20,2,215.86
8,2,0,0,8.65,1,0,20,0,8.65
9,2,0,1,19.51,2,0,20,0,19.51
10,2,0,2,23.02,3,0,20,0,23.02
11,2,0,3,8.44,4,0,20,1,108.44
12,2,0,4,20.54,5,0,20,1,120.53999999999999
13,4,0,0,17.25,6,0,20,2,217.25
14,1,0,2,19.46,7,0,20,2,219.46
15,5,0,0,7.12,8,0,20,1,107.12
16,5,0,1,10.55,9,0,20,2,210.55
17,6,0,0,9.03,10,0,20,2,209.03
18,6,0,1,5.21,11,0,20,1,105.21
19,6,0,2,8.13,12,0,20,2,208.13
20,6,0,3,16.67,13,0,20,0,16.67
