idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,2,0,3,9.83,1,109.83,0,1,20
2,5,0,1,6.53,3,306.53,0,1,20
3,5,0,0,15.33,2,215.33,0,0,20
4,2,0,4,15.61,1,115.61,0,1,20
5,2,0,2,14.49,0,14.49,0,1,20
6,2,0,0,5.03,0,5.03,0,1,20
7,2,0,1,14.32,0,14.32,0,1,20
8,1,0,0,5.04,2,205.04,1,0,20
9,3,0,0,11.39,1,111.39,2,0,20
10,4,0,0,10.69,0,10.69,3,0,20
11,5,0,2,10.36,3,310.36,4,0,20
12,1,0,1,14.86,3,314.86,5,0,20
13,4,0,1,15.95,0,15.95,6,0,20
14,3,0,1,16.06,2,216.06,7,0,20
15,4,0,2,15.78,1,115.78,8,0,20
16,6,0,0,15.57,1,115.57,9,0,20
17,6,0,1,13.55,1,113.55,10,0,20
18,4,0,3,14.01,2,214.01,11,0,20
19,6,0,2,7.89,2,207.89,12,0,20
20,6,0,3,7.18,0,7.18,13,0,20
