idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,1,14.22,0,1,20,3,314.22
2,2,0,0,7.31,0,0,20,0,7.31
3,2,0,1,18.73,0,0,20,0,18.73
4,2,0,3,6.7,0,1,20,1,106.7
5,2,0,2,5.85,0,0,20,1,105.85
6,4,0,0,15.31,0,0,20,1,115.31
7,2,0,4,9.93,0,1,20,1,109.93
8,1,0,0,12.34,1,0,20,1,112.34
9,3,0,0,13.42,2,0,20,0,13.42
10,4,0,2,14.98,3,0,20,3,314.98
11,1,0,1,8.65,4,0,20,2,208.65
12,3,0,1,5.04,5,0,20,2,205.04
13,1,0,2,17.98,6,0,20,2,217.98
14,3,0,2,8.47,7,0,20,2,208.47
15,5,0,0,7.61,8,0,20,0,7.61
16,5,0,1,9.77,9,0,20,1,109.77
17,6,0,0,10.61,10,0,20,0,10.61
18,6,0,1,8.06,11,0,20,0,8.06
19,6,0,2,7.31,12,0,20,0,7.31
20,5,0,2,14.8,13,0,20,1,114.8
