idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,18.53,0,0,20,1,118.53
2,1,0,1,6.64,0,0,20,0,6.64
3,1,0,2,21.96,0,0,20,0,21.96
4,6,0,1,17.13,0,1,20,3,317.13
5,1,0,3,5.32,0,1,20,2,205.32
6,1,0,4,7.93,0,1,20,2,207.93
7,6,0,0,10.02,0,0,20,3,310.02
8,2,0,0,8.44,1,0,20,3,308.44
9,2,0,1,9.41,2,0,20,3,309.41
10,3,0,0,11.51,3,0,20,1,111.51
11,2,0,2,13.5,4,0,20,3,313.5
12,3,0,1,22.75,5,0,20,2,222.75
13,4,0,0,11.08,6,0,20,2,211.08
14,2,0,3,13.55,7,0,20,3,313.55
15,5,0,0,8.54,8,0,20,2,208.54
16,5,0,1,13.17,9,0,20,1,113.17
17,5,0,2,5.72,10,0,20,0,5.72
18,4,0,1,17.96,11,0,20,2,217.96
19,5,0,3,8.48,12,0,20,1,108.48
20,4,0,2,22.13,13,0,20,2,222.13
