idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,6,0,1,14.02,0,1,20,1,114.02
2,2,0,4,17.47,0,1,20,3,317.47
3,2,0,0,15.4,0,0,20,1,115.4
4,2,0,3,14.65,0,1,20,3,314.65
5,6,0,0,23.8,0,0,20,0,23.8
6,2,0,2,21.11,0,1,20,2,221.11
7,2,0,1,23.72,0,0,20,1,123.72
8,1,0,0,10.04,1,0,20,0,10.04
9,1,0,1,16.79,2,0,20,0,16.79
10,1,0,2,21.88,3,0,20,0,21.88
11,1,0,3,8.43,4,0,20,3,308.43
12,3,0,0,22.35,5,0,20,1,122.35
13,4,0,0,10.89,6,0,20,1,110.89
14,5,0,0,23.26,7,0,20,0,23.26
15,5,0,1,11.43,8,0,20,0,11.43
16,6,0,2,20.47,9,0,20,1,120.47
17,5,0,2,16.74,10,0,20,0,16.74
18,3,0,1,9.34,11,0,20,2,209.34
19,5,0,3,17.37,12,0,20,0,17.37
20,3,0,2,6.66,13,0,20,3,306.66
