idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,4,0,0,14.69,3,314.69,0,0,20
2,1,0,3,9.89,1,109.89,0,1,20
3,1,0,0,6.24,0,6.24,0,0,20
4,1,0,1,12.56,0,12.56,0,0,20
5,5,0,0,22.06,0,22.06,0,0,20
6,2,0,3,13.61,2,213.61,0,1,20
7,1,0,2,13.87,0,13.87,0,1,20
8,4,0,1,19.49,3,319.49,0,0,20
9,2,0,2,19.71,1,119.71000000000001,0,1,20
10,5,0,1,5.11,1,105.11,0,0,20
11,5,0,4,9.5,3,309.5,0,1,20
12,2,0,1,19.51,0,19.51,0,1,20
13,5,0,3,23.14,2,223.14,0,1,20
14,5,0,2,19.12,2,219.12,0,1,20
15,2,0,0,13.77,0,13.77,0,0,20
16,1,0,4,11.92,1,111.92,1,0,20
17,3,0,0,12.15,0,12.15,2,0,20
18,2,0,4,14.14,3,314.14,3,0,20
19,3,0,1,16.62,1,116.62,4,0,20
20,3,0,2,8.81,3,308.81,5,0,20
21,6,0,0,21.32,2,221.32,6,0,20
22,6,0,1,13.24,2,213.24,7,0,20
23,6,0,2,5.26,2,205.26,8,0,20
24,6,0,3,15.45,1,115.45,9,0,20
25,6,0,4,10.29,1,110.28999999999999,10,0,20
