idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,2,21.78,0,1,20,3,321.78
2,4,0,0,13.35,0,0,20,1,113.35
3,1,0,4,12.03,0,1,20,1,112.03
4,4,0,1,14.65,0,0,20,3,314.65
5,2,0,0,15.02,0,0,20,1,115.02
6,1,0,0,19.16,0,0,20,1,119.16
7,2,0,1,16.61,0,0,20,0,16.61
8,3,0,1,23.25,0,1,20,0,23.25
9,2,0,3,10.0,0,1,20,2,210.0
10,3,0,0,8.69,0,1,20,0,8.69
11,2,0,2,12.45,0,0,20,1,112.45
12,1,0,3,9.44,0,1,20,1,109.44
13,1,0,1,5.39,0,0,20,0,5.39
14,1,0,2,16.52,0,1,20,0,16.52
15,2,0,4,19.0,0,1,20,2,219.0
16,3,0,2,12.57,1,0,20,3,312.57
17,5,0,0,10.26,2,0,20,3,310.26
18,6,0,0,14.04,3,0,20,1,114.03999999999999
19,6,0,1,16.33,4,0,20,2,216.32999999999998
20,6,0,2,22.82,5,0,20,2,222.82
21,5,0,1,16.08,6,0,20,2,216.07999999999998
22,5,0,2,12.27,7,0,20,2,212.27
23,6,0,3,5.72,8,0,20,3,305.72
24,3,0,3,19.99,9,0,20,3,319.99
25,6,0,4,19.64,10,0,20,3,319.64
