idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,5,0,2,5.28,2,205.28,0,1,20
2,4,0,1,15.29,2,215.29,0,1,20
3,2,0,4,11.73,1,111.73,0,1,20
4,5,0,0,20.25,0,20.25,0,0,20
5,2,0,0,23.73,0,23.73,0,0,20
6,2,0,1,9.62,2,209.62,0,0,20
7,3,0,0,23.65,1,123.65,0,0,20
8,2,0,2,16.14,0,16.14,0,0,20
9,5,0,3,14.72,2,214.72,0,1,20
10,4,0,4,18.11,3,318.11,0,1,20
11,4,0,0,6.39,0,6.39,0,1,20
12,2,0,3,20.19,0,20.19,0,2,20
13,4,0,3,12.46,3,312.46,0,1,20
14,4,0,2,7.67,3,307.67,0,2,20
15,5,0,1,10.67,1,110.67,0,1,20
16,5,0,4,16.27,3,316.27,1,0,20
17,1,0,0,17.76,0,17.76,2,0,20
18,1,0,1,17.25,1,117.25,3,0,20
19,6,0,0,6.58,1,106.58,4,0,20
20,3,0,1,7.3,2,207.3,5,0,20
21,6,0,1,7.66,1,107.66,6,0,20
22,3,0,2,23.93,2,223.93,7,0,20
23,3,0,3,14.2,3,314.2,8,0,20
24,6,0,2,9.82,1,109.82,9,0,20
25,6,0,3,15.42,1,115.42,10,0,20
