idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,6,0,4,13.38,3,313.38,0,1,20
2,6,0,3,8.9,3,308.9,0,1,20
3,2,0,1,14.03,3,314.03,0,1,20
4,6,0,0,15.13,2,215.13,0,0,20
5,1,0,0,14.55,1,114.55,0,0,20
6,3,0,1,5.43,2,205.43,0,2,20
7,2,0,0,9.48,0,9.48,0,1,20
8,6,0,1,18.0,3,318.0,0,0,20
9,1,0,3,5.11,1,105.11,0,1,20
10,1,0,1,14.61,0,14.61,0,0,20
11,2,0,2,16.03,3,316.03,0,2,20
12,1,0,2,23.85,0,23.85,0,1,20
13,6,0,2,6.12,3,306.12,0,0,20
14,3,0,0,23.42,1,123.42,0,1,20
15,2,0,3,18.5,3,318.5,0,1,20
16,1,0,4,7.62,1,107.62,1,0,20
17,4,0,0,8.96,1,108.96000000000001,2,0,20
18,5,0,0,7.56,1,107.56,3,0,20
19,5,0,1,8.52,1,108.52,4,0,20
20,4,0,1,16.24,1,116.24,5,0,20
21,3,0,2,16.25,2,216.25,6,0,20
22,5,0,2,21.84,0,21.84,7,0,20
23,3,0,3,21.11,2,221.11,8,0,20
24,3,0,4,12.25,3,312.25,9,0,20
25,4,0,2,10.85,3,310.85,10,0,20
