idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,3,0,0,19.02,3,319.02,0,0,20
2,3,0,1,16.2,3,316.2,0,0,20
3,3,0,2,19.01,1,119.01,0,0,20
4,2,0,3,23.8,1,123.8,0,1,20
5,1,0,0,22.53,3,322.53,0,0,20
6,3,0,3,9.78,3,309.78,0,0,20
7,1,0,1,6.88,1,106.88,0,0,20
8,2,0,4,6.69,2,206.69,0,1,20
9,3,0,4,23.17,3,323.17,0,0,20
10,2,0,1,12.03,1,112.03,0,1,20
11,1,0,4,8.13,2,208.13,0,1,20
12,1,0,2,10.9,0,10.9,0,0,20
13,1,0,3,7.3,2,207.3,0,0,20
14,2,0,2,13.96,1,113.96000000000001,0,1,20
15,2,0,0,22.38,0,22.38,0,1,20
16,4,0,0,9.29,0,9.29,1,0,20
17,4,0,1,18.77,3,318.77,2,0,20
18,5,0,0,21.25,0,21.25,3,0,20
19,5,0,1,21.02,1,121.02,4,0,20
20,6,0,0,17.01,1,117.01,5,0,20
21,5,0,2,7.02,3,307.02,6,0,20
22,5,0,3,16.35,3,316.35,7,0,20
23,6,0,1,7.13,0,7.13,8,0,20
24,6,0,2,18.48,0,18.48,9,0,20
25,6,0,3,8.89,2,208.89,10,0,20
