idx,loc_x,loc_y,loc_z,weight,group,score,seq,reloc,size(ft)
1,1,0,0,18.22,1,118.22,0,0,20
2,3,0,0,16.0,1,116.0,0,0,20
3,1,0,1,9.87,0,9.87,0,0,20
4,5,0,0,18.99,3,318.99,0,0,20
5,4,0,0,7.48,2,207.48,0,0,20
6,4,0,1,16.51,1,116.51,0,0,20
7,3,0,1,11.88,0,11.88,0,0,20
8,1,0,2,19.39,0,19.39,0,0,20
9,4,0,2,23.46,2,223.46,0,0,20
10,5,0,1,21.97,3,321.97,0,0,20
11,5,0,2,23.99,3,323.99,0,1,20
12,3,0,2,21.73,1,121.73,0,0,20
13,6,0,0,6.47,0,6.47,0,1,20
14,3,0,3,22.75,1,122.75,0,1,20
15,3,0,4,7.67,2,207.67,0,1,20
16,4,0,3,20.61,3,320.61,1,0,20
17,6,0,1,19.09,0,19.09,2,0,20
18,6,0,2,22.53,0,22.53,3,0,20
19,6,0,3,18.69,1,118.69,4,0,20
20,6,0,4,7.7,2,207.7,5,0,20
21,2,0,0,21.09,2,221.09,6,0,20
22,2,0,1,21.01,2,221.01,7,0,20
23,1,0,3,22.17,0,22.17,8,0,20
24,2,0,2,14.53,3,314.53,9,0,20
25,1,0,4,17.99,1,117.99,10,0,20
