idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,1,0,0,18.0,1,0,0,20
2,2,0,0,17.77,2,0,0,20
3,1,0,1,22.57,3,0,0,20
4,1,0,2,11.33,4,0,0,20
5,2,0,1,23.04,5,0,0,20
6,1,0,3,18.61,6,0,0,20
7,2,0,2,14.65,7,0,0,20
8,2,0,3,17.45,8,0,0,20
9,1,0,4,21.62,9,0,0,20
10,4,0,0,15.4,10,0,0,20
11,4,0,1,16.33,11,0,0,20
12,5,0,0,16.64,12,0,0,20
13,3,0,0,9.47,13,0,0,20
14,3,0,1,16.18,14,0,0,20
15,3,0,2,15.3,15,0,0,20
16,3,0,3,15.86,16,0,0,20
17,6,0,0,9.49,17,0,0,20
18,6,0,1,14.63,18,0,0,20
19,2,0,4,20.23,19,0,0,20
20,6,0,2,12.14,20,0,0,20
21,3,0,4,6.06,21,0,0,20
22,4,0,2,11.29,22,0,0,20
23,4,0,3,11.86,23,0,0,20
