idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,5.16,1,0,20,0,5.16
2,1,0,1,17.24,2,0,20,0,17.24
3,2,0,0,7.24,3,0,20,0,7.24
4,2,0,1,14.0,4,0,20,0,14.0
5,3,0,0,7.94,5,0,20,0,7.94
6,3,0,1,12.16,6,0,20,0,12.16
7,1,0,2,17.7,7,0,20,0,17.7
8,1,0,3,20.04,8,0,20,0,20.04
9,2,0,2,22.39,9,0,20,0,22.39
10,4,0,0,6.14,10,0,20,0,6.14
11,3,0,2,17.06,11,0,20,0,17.06
12,4,0,1,8.58,12,0,20,0,8.58
13,1,0,4,20.43,13,0,20,0,20.43
14,3,0,3,22.22,14,0,20,0,22.22
15,4,0,2,12.27,15,0,20,0,12.27
16,4,0,3,12.69,16,0,20,0,12.69
17,5,0,0,5.79,17,0,20,0,5.79
18,5,0,1,11.17,18,0,20,0,11.17
19,6,0,0,5.22,19,0,20,0,5.22
20,5,0,2,11.98,20,0,20,0,11.98
21,4,0,4,15.8,21,0,20,0,15.8
22,5,0,3,14.64,22,0,20,0,14.64
23,6,0,1,6.67,23,0,20,0,6.67
