idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,13.37,1,0,20,0,13.37
2,1,0,1,21.84,2,0,20,0,21.84
3,2,0,0,17.14,3,0,20,0,17.14
4,2,0,1,18.15,4,0,20,0,18.15
5,2,0,2,20.96,5,0,20,0,20.96
6,3,0,0,11.6,6,0,20,0,11.6
7,4,0,0,8.93,7,0,20,0,8.93
8,3,0,1,16.52,8,0,20,0,16.52
9,4,0,1,11.22,9,0,20,0,11.22
10,3,0,2,18.92,10,0,20,0,18.92
11,5,0,0,5.1,11,0,20,0,5.1
12,2,0,3,21.69,12,0,20,0,21.69
13,4,0,2,12.3,13,0,20,0,12.3
14,4,0,3,18.0,14,0,20,0,18.0
15,5,0,1,17.49,15,0,20,0,17.49
16,3,0,3,19.64,16,0,20,0,19.64
17,6,0,0,12.8,17,0,20,0,12.8
18,5,0,2,17.79,18,0,20,0,17.79
19,3,0,4,20.13,19,0,20,0,20.13
20,6,0,1,7.75,20,0,20,0,7.75
21,6,0,2,5.34,21,0,20,0,5.34
22,1,0,2,22.93,22,0,20,0,22.93
23,6,0,3,5.8,23,0,20,0,5.8
