idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,3,0,0,10.86,1,0,0,20
2,1,0,0,6.75,2,0,0,20
3,6,0,0,17.4,3,0,0,20
4,1,0,1,5.3,4,0,0,20
5,3,0,1,11.4,5,0,0,20
6,5,0,0,14.19,6,0,0,20
7,5,0,1,15.14,7,0,0,20
8,4,0,0,11.33,8,0,0,20
9,2,0,0,9.35,9,0,0,20
10,1,0,2,7.41,10,0,0,20
11,6,0,1,19.36,11,0,0,20
12,5,0,2,16.75,12,0,0,20
13,2,0,1,7.99,13,0,0,20
14,5,0,3,18.79,14,0,0,20
15,2,0,2,13.17,15,0,0,20
16,2,0,3,12.98,16,0,0,20
17,2,0,4,16.5,17,0,0,20
18,3,0,2,12.92,18,0,0,20
19,4,0,1,13.69,19,0,0,20
20,4,0,2,18.67,20,0,0,20
21,6,0,2,21.31,21,0,0,20
22,1,0,3,12.91,22,0,0,20
23,1,0,4,10.69,23,0,0,20
