idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,1,0,0,14.31,0,0,20,0,14.31
2,3,0,4,22.82,0,1,20,0,22.82
3,3,0,3,13.67,0,1,20,0,13.67
4,4,0,1,10.46,0,1,20,0,10.46
5,3,0,0,23.32,0,0,20,0,23.32
6,1,0,3,16.39,0,1,20,0,16.39
7,1,0,2,15.95,0,1,20,0,15.95
8,3,0,1,10.33,0,0,20,0,10.33
9,6,0,0,22.12,0,0,20,0,22.12
10,1,0,1,13.59,0,0,20,0,13.59
11,4,0,0,7.54,0,1,20,0,7.54
12,1,0,4,21.63,0,1,20,0,21.63
13,6,0,1,22.78,0,0,20,0,22.78
14,6,0,2,23.62,0,1,20,0,23.62
15,3,0,2,11.03,0,1,20,0,11.03
16,4,0,2,13.55,1,0,20,0,13.55
17,4,0,3,22.55,2,0,20,0,22.55
18,2,0,0,12.94,3,0,20,0,12.94
19,2,0,1,13.5,4,0,20,0,13.5
20,5,0,0,5.41,5,0,20,0,5.41
21,2,0,2,15.82,6,0,20,0,15.82
22,2,0,3,17.58,7,0,20,0,17.58
23,5,0,1,12.08,8,0,20,0,12.08
