idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,4,0,2,9.77,0,1,20,0,9.77
2,4,0,3,15.22,0,1,20,0,15.22
3,4,0,1,7.78,0,1,20,0,7.78
4,4,0,0,7.17,0,0,20,0,7.17
5,4,0,4,21.53,0,1,20,0,21.53
6,1,0,0,15.19,1,0,20,0,15.19
7,2,0,0,11.04,2,0,20,0,11.04
8,1,0,1,17.14,3,0,20,0,17.14
9,2,0,1,11.52,4,0,20,0,11.52
10,3,0,0,10.27,5,0,20,0,10.27
11,2,0,2,12.03,6,0,20,0,12.03
12,1,0,2,17.98,7,0,20,0,17.98
13,2,0,3,17.95,8,0,20,0,17.95
14,1,0,3,23.45,9,0,20,0,23.45
15,2,0,4,23.36,10,0,20,0,23.36
16,5,0,0,8.39,11,0,20,0,8.39
17,3,0,1,18.95,12,0,20,0,18.95
18,5,0,1,12.28,13,0,20,0,12.28
19,6,0,0,7.51,14,0,20,0,7.51
20,6,0,1,9.34,15,0,20,0,9.34
21,3,0,2,22.92,16,0,20,0,22.92
22,1,0,4,23.8,17,0,20,0,23.8
23,6,0,2,7.76,18,0,20,0,7.76
