idx,loc_x,loc_y,loc_z,weight,seq,reloc,size(ft),group,score
1,3,0,0,11.16,0,0,20,0,11.16
2,3,0,1,15.29,0,0,20,0,15.29
3,3,0,2,19.84,0,0,20,0,19.84
4,4,0,0,8.14,0,0,20,0,8.14
5,3,0,3,21.56,0,1,20,0,21.56
6,4,0,1,11.95,1,0,20,0,11.95
7,1,0,0,6.67,2,0,20,0,6.67
8,4,0,2,18.99,3,0,20,0,18.99
9,1,0,1,9.52,4,0,20,0,9.52
10,2,0,0,12.57,5,0,20,0,12.57
11,3,0,4,23.93,6,0,20,0,23.93
12,2,0,1,15.25,7,0,20,0,15.25
13,1,0,2,11.36,8,0,20,0,11.36
14,4,0,3,20.19,9,0,20,0,20.19
15,4,0,4,22.73,10,0,20,0,22.73
16,5,0,0,5.11,11,0,20,0,5.11
17,1,0,3,15.08,12,0,20,0,15.08
18,2,0,2,17.31,13,0,20,0,17.31
19,2,0,3,19.0,14,0,20,0,19.0
20,2,0,4,20.14,15,0,20,0,20.14
21,1,0,4,22.01,16,0,20,0,22.01
22,5,0,1,17.14,17,0,20,0,17.14
23,6,0,0,12.6,18,0,20,0,12.6
