idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,8.65,0,0,0,20
2,2,0,1,9.07,0,0,1,20
3,2,0,2,15.79,0,0,1,20
4,2,0,3,21.71,1,0,0,20
5,1,0,0,6.09,2,0,0,20
6,3,0,0,8.5,3,0,0,20
7,3,0,1,14.7,4,0,0,20
8,4,0,0,9.27,5,0,0,20
9,3,0,2,11.47,6,0,0,20
10,5,0,0,12.8,7,0,0,20
11,1,0,1,6.0,8,0,0,20
12,4,0,1,10.21,9,0,0,20
13,1,0,2,9.78,10,0,0,20
14,3,0,3,11.57,11,0,0,20
15,2,0,4,23.4,12,0,0,20
16,5,0,1,14.65,13,0,0,20
17,6,0,0,6.29,14,0,0,20
18,4,0,2,11.5,15,0,0,20
19,5,0,2,18.91,16,0,0,20
20,3,0,4,17.55,17,0,0,20
