idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,6,0,0,20.42,0,0,0,20
2,6,0,1,17.09,0,0,0,20
3,6,0,2,19.67,0,0,1,20
4,5,0,0,23.37,1,0,0,20
5,1,0,0,8.15,2,0,0,20
6,4,0,0,17.07,3,0,0,20
7,4,0,1,20.95,4,0,0,20
8,1,0,1,8.53,5,0,0,20
9,1,0,2,10.04,6,0,0,20
10,2,0,0,6.45,7,0,0,20
11,2,0,1,8.25,8,0,0,20
12,3,0,0,7.2,9,0,0,20
13,1,0,3,18.01,10,0,0,20
14,1,0,4,17.98,11,0,0,20
15,2,0,2,8.52,12,0,0,20
16,3,0,1,7.0,13,0,0,20
17,5,0,1,23.98,14,0,0,20
18,3,0,2,21.55,15,0,0,20
19,2,0,3,7.15,16,0,0,20
20,2,0,4,22.47,17,0,0,20
