idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,21.61,21.61,0,1,0,0,20,1,0,0
2,8.45,8.45,0,3,0,0,20,2,0,0
3,6.92,6.92,0,1,0,1,20,3,0,0
4,20.58,20.58,0,6,0,0,20,4,0,0
5,9.48,9.48,0,1,0,2,20,5,0,0
6,20.05,20.05,0,1,0,3,20,6,0,0
7,17.69,17.69,0,5,0,0,20,7,0,0
8,16.17,16.17,0,1,0,4,20,8,0,0
9,19.9,19.9,0,5,0,1,20,9,0,0
10,21.36,21.36,0,6,0,1,20,10,0,0
11,17.13,17.13,0,3,0,1,20,11,0,0
12,8.96,8.96,0,2,0,0,20,12,0,0
13,13.66,13.66,0,4,0,0,20,13,0,0
14,10.76,10.76,0,2,0,1,20,14,0,0
15,10.93,10.93,0,2,0,2,20,15,0,0
16,13.42,13.42,0,2,0,3,20,16,0,0
17,23.71,23.71,0,6,0,2,20,17,0,0
18,5.35,5.35,0,2,0,4,20,18,0,0
19,19.25,19.25,0,3,0,2,20,19,0,0
20,16.9,16.9,0,4,0,1,20,20,0,0
21,17.88,17.88,0,3,0,3,20,21,0,0
22,23.33,23.33,0,5,0,2,20,22,0,0
23,14.54,14.54,0,4,0,2,20,23,0,0
24,17.72,17.72,0,4,0,3,20,24,0,0
25,5.13,5.13,0,4,0,4,20,25,0,0
