idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,9.31,9.31,0,1,0,0,20,1,0,0
2,11.44,11.44,0,3,0,0,20,2,0,0
3,15.37,15.37,0,4,0,0,20,3,0,0
4,13.43,13.43,0,3,0,1,20,4,0,0
5,5.56,5.56,0,1,0,1,20,5,0,0
6,19.19,19.19,0,6,0,0,20,6,0,0
7,20.36,20.36,0,6,0,1,20,7,0,0
8,23.59,23.59,0,6,0,2,20,8,0,0
9,12.3,12.3,0,1,0,2,20,9,0,0
10,6.72,6.72,0,2,0,0,20,10,0,0
11,11.3,11.3,0,1,0,3,20,11,0,0
12,19.61,19.61,0,4,0,1,20,12,0,0
13,23.77,23.77,0,6,0,3,20,13,0,0
14,17.01,17.01,0,3,0,2,20,14,0,0
15,18.64,18.64,0,5,0,0,20,15,0,0
16,17.01,17.01,0,3,0,3,20,16,0,0
17,14.73,14.73,0,1,0,4,20,17,0,0
18,5.18,5.18,0,2,0,1,20,18,0,0
19,14.59,14.59,0,2,0,2,20,19,0,0
20,23.53,23.53,0,4,0,2,20,20,0,0
21,20.44,20.44,0,5,0,1,20,21,0,0
22,18.72,18.72,0,3,0,4,20,22,0,0
23,20.11,20.11,0,2,0,3,20,23,0,0
24,9.81,9.81,0,2,0,4,20,24,0,0
25,23.46,23.46,0,4,0,3,20,25,0,0
