idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,7.05,7.05,0,1,0,0,20,1,0,0
2,12.16,12.16,0,3,0,0,20,2,0,0
3,9.03,9.03,0,1,0,1,20,3,0,0
4,13.27,13.27,0,3,0,1,20,4,0,0
5,18.11,18.11,0,5,0,0,20,5,0,0
6,13.58,13.58,0,4,0,0,20,6,0,0
7,19.75,19.75,0,6,0,0,20,7,0,0
8,18.67,18.67,0,4,0,1,20,8,0,0
9,22.43,22.43,0,6,0,1,20,9,0,0
10,8.6,8.6,0,2,0,0,20,10,0,0
11,21.27,21.27,0,4,0,2,20,11,0,0
12,8.15,8.15,0,1,0,2,20,12,0,0
13,11.07,11.07,0,1,0,3,20,13,0,0
14,15.6,15.6,0,3,0,2,20,14,0,0
15,22.55,22.55,0,4,0,3,20,15,0,0
16,7.08,7.08,0,2,0,1,20,16,0,0
17,23.1,23.1,0,4,0,4,20,17,0,0
18,18.2,18.2,0,3,0,3,20,18,0,0
19,13.55,13.55,0,1,0,4,20,19,0,0
20,12.6,12.6,0,2,0,2,20,20,0,0
21,18.73,18.73,0,5,0,1,20,21,0,0
22,18.0,18.0,0,2,0,3,20,22,0,0
23,14.98,14.98,0,2,0,4,20,23,0,0
24,22.14,22.14,0,3,0,4,20,24,0,0
25,17.58,17.58,0,5,0,2,20,25,0,0
