idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.54,18.54,0,1,0,0,20,1,0,0
2,9.95,9.95,0,2,0,0,20,2,0,0
3,16.17,16.17,0,4,0,0,20,3,0,0
4,15.6,15.6,0,4,0,1,20,4,0,0
5,8.0,8.0,0,1,0,1,20,5,0,0
6,22.97,22.97,0,4,0,2,20,6,0,0
7,21.61,21.61,0,4,0,3,20,7,0,0
8,15.54,15.54,0,5,0,0,20,8,0,0
9,19.71,19.71,0,5,0,1,20,9,0,0
10,17.52,17.52,0,2,0,1,20,10,0,0
11,12.1,12.1,0,3,0,0,20,11,0,0
12,19.59,19.59,0,6,0,0,20,12,0,0
13,12.49,12.49,0,2,0,2,20,13,0,0
14,14.71,14.71,0,3,0,1,20,14,0,0
15,15.93,15.93,0,2,0,3,20,15,0,0
16,10.0,10.0,0,1,0,2,20,16,0,0
17,19.57,19.57,0,2,0,4,20,17,0,0
18,6.9,6.9,0,1,0,3,20,18,0,0
19,21.75,21.75,0,5,0,2,20,19,0,0
20,18.7,18.7,0,3,0,2,20,20,0,0
21,11.99,11.99,0,1,0,4,20,21,0,0
22,15.95,15.95,0,3,0,3,20,22,0,0
23,22.7,22.7,0,6,0,1,20,23,0,0
24,6.04,6.04,0,3,0,4,20,24,0,0
25,15.34,15.34,0,4,0,4,20,25,0,0
