idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,23.17,23.17,0,1,0,0,20,1,0,0
2,16.27,16.27,0,2,0,0,20,2,0,0
3,12.31,12.31,0,3,0,0,20,3,0,0
4,15.01,15.01,0,3,0,1,20,4,0,0
5,13.24,13.24,0,3,0,2,20,5,0,0
6,8.75,8.75,0,1,0,1,20,6,0,0
7,11.14,11.14,0,4,0,0,20,7,0,0
8,8.31,8.31,0,1,0,2,20,8,0,0
9,11.51,11.51,0,1,0,3,20,9,0,0
10,23.74,23.74,0,2,0,1,20,10,0,0
11,17.74,17.74,0,3,0,3,20,11,0,0
12,11.93,11.93,0,2,0,2,20,12,0,0
13,11.74,11.74,0,1,0,4,20,13,0,0
14,9.99,9.99,0,5,0,0,20,14,0,0
15,8.33,8.33,0,6,0,0,20,15,0,0
16,14.54,14.54,0,4,0,1,20,16,0,0
17,23.6,23.6,0,6,0,1,20,17,0,0
18,19.21,19.21,0,4,0,2,20,18,0,0
19,10.71,10.71,0,2,0,3,20,19,0,0
20,13.78,13.78,0,2,0,4,20,20,0,0
21,5.73,5.73,0,5,0,1,20,21,0,0
22,11.13,11.13,0,5,0,2,20,22,0,0
23,23.9,23.9,0,6,0,2,20,23,0,0
24,19.55,19.55,0,3,0,4,20,24,0,0
25,20.7,20.7,0,4,0,3,20,25,0,0
