idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,22.3,22.3,0,1,0,0,20,1,0,0
2,23.75,23.75,0,1,0,1,20,2,0,0
3,7.39,7.39,0,2,0,0,20,3,0,0
4,14.93,14.93,0,5,0,0,20,4,0,0
5,18.1,18.1,0,5,0,1,20,5,0,0
6,9.08,9.08,0,1,0,2,20,6,0,0
7,12.08,12.08,0,1,0,3,20,7,0,0
8,13.71,13.71,0,1,0,4,20,8,0,0
9,17.29,17.29,0,2,0,1,20,9,0,0
10,23.3,23.3,0,5,0,2,20,10,0,0
11,14.16,14.16,0,3,0,0,20,11,0,0
12,20.53,20.53,0,6,0,0,20,12,0,0
13,7.82,7.82,0,4,0,0,20,13,0,0
14,5.28,5.28,0,4,0,1,20,14,0,0
15,19.08,19.08,0,4,0,2,20,15,0,0
16,9.74,9.74,0,3,0,1,20,16,0,0
17,15.83,15.83,0,3,0,2,20,17,0,0
18,21.44,21.44,0,4,0,3,20,18,0,0
19,10.56,10.56,0,2,0,2,20,19,0,0
20,13.02,13.02,0,2,0,3,20,20,0,0
21,10.13,10.13,0,2,0,4,20,21,0,0
22,16.08,16.08,0,3,0,3,20,22,0,0
23,6.78,6.78,0,3,0,4,20,23,0,0
24,20.52,20.52,0,6,0,1,20,24,0,0
25,10.69,10.69,0,6,0,2,20,25,0,0
