idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,12.42,12.42,0,4,0,0,20,1,0,0
2,13.16,13.16,0,4,0,1,20,2,0,0
3,13.46,13.46,0,5,0,0,20,3,0,0
4,15.52,15.52,0,5,0,1,20,4,0,0
5,20.73,20.73,0,6,0,0,20,5,0,0
6,8.82,8.82,0,1,0,0,20,6,0,0
7,23.41,23.41,0,6,0,1,20,7,0,0
8,18.74,18.74,0,4,0,2,20,8,0,0
9,18.76,18.76,0,4,0,3,20,9,0,0
10,11.78,11.78,0,1,0,1,20,10,0,0
11,22.87,22.87,0,5,0,2,20,11,0,0
12,7.15,7.15,0,2,0,0,20,12,0,0
13,12.69,12.69,0,1,0,2,20,13,0,0
14,23.1,23.1,0,5,0,3,20,14,0,0
15,21.66,21.66,0,4,0,4,20,15,0,0
16,10.25,10.25,0,2,0,1,20,16,0,0
17,21.66,21.66,0,1,0,3,20,17,0,0
18,14.16,14.16,0,2,0,2,20,18,0,0
19,10.99,10.99,0,3,0,0,20,19,0,0
20,9.04,9.04,0,3,0,1,20,20,0,0
21,12.52,12.52,0,1,0,4,20,21,0,0
22,10.56,10.56,0,3,0,2,20,22,0,0
23,13.48,13.48,0,3,0,3,20,23,0,0
24,9.2,9.2,0,3,0,4,20,24,0,0
25,18.2,18.2,0,2,0,3,20,25,0,0
