idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,18.8,18.8,0,5,0,0,20,1,0,0
2,21.71,21.71,0,5,0,1,20,2,0,0
3,11.29,11.29,0,4,0,0,20,3,0,0
4,22.81,22.81,0,5,0,2,20,4,0,0
5,7.21,7.21,0,1,0,0,20,5,0,0
6,19.64,19.64,0,6,0,0,20,6,0,0
7,5.42,5.42,0,1,0,1,20,7,0,0
8,8.08,8.08,0,3,0,0,20,8,0,0
9,13.04,13.04,0,4,0,1,20,9,0,0
10,19.39,19.39,0,4,0,2,20,10,0,0
11,17.85,17.85,0,3,0,1,20,11,0,0
12,22.26,22.26,0,4,0,3,20,12,0,0
13,18.97,18.97,0,3,0,2,20,13,0,0
14,5.54,5.54,0,2,0,0,20,14,0,0
15,11.12,11.12,0,2,0,1,20,15,0,0
16,8.83,8.83,0,1,0,2,20,16,0,0
17,7.12,7.12,0,1,0,3,20,17,0,0
18,6.74,6.74,0,1,0,4,20,18,0,0
19,15.06,15.06,0,2,0,2,20,19,0,0
20,14.72,14.72,0,2,0,3,20,20,0,0
21,21.83,21.83,0,6,0,1,20,21,0,0
22,23.62,23.62,0,4,0,4,20,22,0,0
23,18.56,18.56,0,2,0,4,20,23,0,0
24,11.73,11.73,0,3,0,3,20,24,0,0
25,16.9,16.9,0,3,0,4,20,25,0,0
