idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,5,0,0,17.88,1,0,0,20
2,5,0,1,20.31,2,0,0,20
3,1,0,0,5.71,3,0,0,20
4,1,0,1,18.58,4,0,0,20
5,1,0,2,9.41,5,0,0,20
6,2,0,0,5.02,6,0,0,20
7,4,0,0,13.16,7,0,0,20
8,4,0,1,14.34,8,0,0,20
9,4,0,2,17.2,9,0,0,20
10,4,0,3,18.78,10,0,0,20
11,5,0,2,21.82,11,0,0,20
12,6,0,0,19.33,12,0,0,20
13,3,0,0,10.1,13,0,0,20
14,3,0,1,14.96,14,0,0,20
15,2,0,1,8.23,15,0,0,20
16,6,0,1,19.6,16,0,0,20
17,2,0,2,6.84,17,0,0,20
18,1,0,3,10.33,18,0,0,20
19,2,0,3,15.7,19,0,0,20
20,4,0,4,23.69,20,0,0,20
21,1,0,4,10.3,21,0,0,20
22,5,0,3,23.4,22,0,0,20
23,3,0,2,12.93,23,0,0,20
24,6,0,2,20.63,24,0,0,20
25,2,0,4,17.72,25,0,0,20
