idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,23.64,23.64,0,1,0,0,20,1,0,0
2,15.51,15.51,0,4,0,0,20,2,0,0
3,15.34,15.34,0,4,0,1,20,3,0,0
4,21.33,21.33,0,4,0,2,20,4,0,0
5,17.1,17.1,0,5,0,0,20,5,0,0
6,11.13,11.13,0,3,0,0,20,6,0,0
7,13.06,13.06,0,3,0,1,20,7,0,0
8,15.11,15.11,0,3,0,2,20,8,0,0
9,19.95,19.95,0,3,0,3,20,9,0,0
10,9.76,9.76,0,2,0,0,20,10,0,0
11,9.83,9.83,0,2,0,1,20,11,0,0
12,6.32,6.32,0,1,0,1,20,12,0,0
13,19.98,19.98,0,5,0,1,20,13,0,0
14,23.67,23.67,0,4,0,3,20,14,0,0
15,15.99,15.99,0,2,0,2,20,15,0,0
16,7.34,7.34,0,1,0,2,20,16,0,0
17,11.75,11.75,0,1,0,3,20,17,0,0
18,20.62,20.62,0,6,0,0,20,18,0,0
19,21.61,21.61,0,3,0,4,20,19,0,0
20,15.28,15.28,0,1,0,4,20,20,0,0
21,14.45,14.45,0,2,0,3,20,21,0,0
22,14.1,14.1,0,2,0,4,20,22,0,0
23,22.28,22.28,0,5,0,2,20,23,0,0
24,23.8,23.8,0,4,0,4,20,24,0,0
25,15.7,15.7,0,6,0,1,20,25,0,0
