idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,8.32,8.32,0,3,0,0,20,1,0,0
2,17.65,17.65,0,5,0,0,20,2,0,0
3,13.6,13.6,0,3,0,1,20,3,0,0
4,8.91,8.91,0,1,0,0,20,4,0,0
5,15.61,15.61,0,3,0,2,20,5,0,0
6,11.03,11.03,0,4,0,0,20,6,0,0
7,14.12,14.12,0,4,0,1,20,7,0,0
8,7.29,7.29,0,1,0,1,20,8,0,0
9,19.13,19.13,0,3,0,3,20,9,0,0
10,6.37,6.37,0,2,0,0,20,10,0,0
11,17.72,17.72,0,4,0,2,20,11,0,0
12,6.28,6.28,0,1,0,2,20,12,0,0
13,20.24,20.24,0,4,0,3,20,13,0,0
14,18.01,18.01,0,5,0,1,20,14,0,0
15,20.07,20.07,0,5,0,2,20,15,0,0
16,11.16,11.16,0,2,0,1,20,16,0,0
17,14.94,14.94,0,2,0,2,20,17,0,0
18,17.1,17.1,0,6,0,0,20,18,0,0
19,23.47,23.47,0,6,0,1,20,19,0,0
20,18.5,18.5,0,3,0,4,20,20,0,0
21,11.39,11.39,0,1,0,3,20,21,0,0
22,5.89,5.89,0,1,0,4,20,22,0,0
23,23.74,23.74,0,4,0,4,20,23,0,0
24,9.67,9.67,0,2,0,3,20,24,0,0
25,18.41,18.41,0,2,0,4,20,25,0,0
