idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,15.42,15.42,0,4,0,0,20,1,0,0
2,15.09,15.09,0,1,0,0,20,2,0,0
3,6.27,6.27,0,1,0,1,20,3,0,0
4,21.43,21.43,0,4,0,1,20,4,0,0
5,6.13,6.13,0,2,0,0,20,5,0,0
6,22.51,22.51,0,4,0,2,20,6,0,0
7,23.69,23.69,0,4,0,3,20,7,0,0
8,17.95,17.95,0,5,0,0,20,8,0,0
9,11.96,11.96,0,1,0,2,20,9,0,0
10,7.63,7.63,0,2,0,1,20,10,0,0
11,12.84,12.84,0,2,0,2,20,11,0,0
12,17.61,17.61,0,2,0,3,20,12,0,0
13,8.55,8.55,0,3,0,0,20,13,0,0
14,18.77,18.77,0,2,0,4,20,14,0,0
15,19.06,19.06,0,5,0,1,20,15,0,0
16,16.92,16.92,0,1,0,3,20,16,0,0
17,9.78,9.78,0,3,0,1,20,17,0,0
18,5.29,5.29,0,6,0,0,20,18,0,0
19,16.47,16.47,0,1,0,4,20,19,0,0
20,20.69,20.69,0,5,0,2,20,20,0,0
21,21.64,21.64,0,6,0,1,20,21,0,0
22,14.77,14.77,0,3,0,2,20,22,0,0
23,12.45,12.45,0,3,0,3,20,23,0,0
24,20.82,20.82,0,5,0,3,20,24,0,0
25,22.38,22.38,0,3,0,4,20,25,0,0
