idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,12.28,12.28,0,3,0,0,20,1,0,0
2,15.49,15.49,0,3,0,1,20,2,0,0
3,16.85,16.85,0,3,0,2,20,3,0,0
4,21.3,21.3,0,3,0,3,20,4,0,0
5,11.1,11.1,0,1,0,0,20,5,0,0
6,23.77,23.77,0,3,0,4,20,6,0,0
7,13.59,13.59,0,4,0,0,20,7,0,0
8,13.88,13.88,0,4,0,1,20,8,0,0
9,10.87,10.87,0,2,0,0,20,9,0,0
10,23.5,23.5,0,4,0,2,20,10,0,0
11,17.13,17.13,0,6,0,0,20,11,0,0
12,15.99,15.99,0,1,0,1,20,12,0,0
13,12.82,12.82,0,5,0,0,20,13,0,0
14,12.94,12.94,0,5,0,1,20,14,0,0
15,9.61,9.61,0,1,0,2,20,15,0,0
16,23.86,23.86,0,4,0,3,20,16,0,0
17,14.06,14.06,0,5,0,2,20,17,0,0
18,18.33,18.33,0,6,0,1,20,18,0,0
19,10.33,10.33,0,2,0,1,20,19,0,0
20,10.3,10.3,0,1,0,3,20,20,0,0
21,12.37,12.37,0,1,0,4,20,21,0,0
22,8.2,8.2,0,2,0,2,20,22,0,0
23,22.65,22.65,0,6,0,2,20,23,0,0
24,5.39,5.39,0,2,0,3,20,24,0,0
25,5.87,5.87,0,2,0,4,20,25,0,0
