idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,22.72,22.72,0,6,0,0,20,1,0,0
2,18.55,18.55,0,1,0,0,20,2,0,0
3,5.62,5.62,0,1,0,1,20,3,0,0
4,11.68,11.68,0,4,0,0,20,4,0,0
5,5.94,5.94,0,2,0,0,20,5,0,0
6,14.29,14.29,0,4,0,1,20,6,0,0
7,19.92,19.92,0,4,0,2,20,7,0,0
8,11.99,11.99,0,2,0,1,20,8,0,0
9,6.07,6.07,0,1,0,2,20,9,0,0
10,5.14,5.14,0,3,0,0,20,10,0,0
11,12.32,12.32,0,2,0,2,20,11,0,0
12,23.67,23.67,0,6,0,1,20,12,0,0
13,9.92,9.92,0,3,0,1,20,13,0,0
14,22.95,22.95,0,4,0,3,20,14,0,0
15,5.85,5.85,0,5,0,0,20,15,0,0
16,18.05,18.05,0,2,0,3,20,16,0,0
17,8.05,8.05,0,1,0,3,20,17,0,0
18,21.72,21.72,0,2,0,4,20,18,0,0
19,10.74,10.74,0,1,0,4,20,19,0,0
20,22.64,22.64,0,3,0,2,20,20,0,0
21,14.0,14.0,0,5,0,1,20,21,0,0
22,17.14,17.14,0,3,0,3,20,22,0,0
23,16.68,16.68,0,5,0,2,20,23,0,0
24,22.54,22.54,0,3,0,4,20,24,0,0
25,6.71,6.71,0,5,0,3,20,25,0,0
