idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,19.93,19.93,0,6,0,0,20,1,0,0
2,20.69,20.69,0,6,0,1,20,2,0,0
3,8.24,8.24,0,2,0,0,20,3,0,0
4,20.24,20.24,0,2,0,1,20,4,0,0
5,20.9,20.9,0,6,0,2,20,5,0,0
6,19.36,19.36,0,1,0,0,20,6,0,0
7,10.68,10.68,0,3,0,0,20,7,0,0
8,11.39,11.39,0,3,0,1,20,8,0,0
9,16.15,16.15,0,3,0,2,20,9,0,0
10,13.0,13.0,0,2,0,2,20,10,0,0
11,5.37,5.37,0,4,0,0,20,11,0,0
12,7.74,7.74,0,1,0,1,20,12,0,0
13,19.17,19.17,0,3,0,3,20,13,0,0
14,17.33,17.33,0,2,0,3,20,14,0,0
15,19.11,19.11,0,2,0,4,20,15,0,0
16,10.18,10.18,0,1,0,2,20,16,0,0
17,18.15,18.15,0,4,0,1,20,17,0,0
18,20.47,20.47,0,3,0,4,20,18,0,0
19,12.16,12.16,0,1,0,3,20,19,0,0
20,17.47,17.47,0,1,0,4,20,20,0,0
21,18.22,18.22,0,5,0,0,20,21,0,0
22,21.92,21.92,0,6,0,3,20,22,0,0
23,22.53,22.53,0,6,0,4,20,23,0,0
24,10.09,10.09,0,4,0,2,20,24,0,0
25,13.62,13.62,0,4,0,3,20,25,0,0
