idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,15.78,15.78,0,5,0,0,20,1,0,0
2,21.28,21.28,0,5,0,1,20,2,0,0
3,19.54,19.54,0,6,0,0,20,3,0,0
4,5.59,5.59,0,1,0,0,20,4,0,0
5,15.81,15.81,0,1,0,1,20,5,0,0
6,12.22,12.22,0,2,0,0,20,6,0,0
7,12.04,12.04,0,4,0,0,20,7,0,0
8,15.34,15.34,0,4,0,1,20,8,0,0
9,8.66,8.66,0,1,0,2,20,9,0,0
10,8.14,8.14,0,2,0,1,20,10,0,0
11,23.08,23.08,0,5,0,2,20,11,0,0
12,9.69,9.69,0,3,0,0,20,12,0,0
13,18.74,18.74,0,4,0,2,20,13,0,0
14,17.03,17.03,0,3,0,1,20,14,0,0
15,13.5,13.5,0,1,0,3,20,15,0,0
16,21.72,21.72,0,4,0,3,20,16,0,0
17,11.39,11.39,0,2,0,2,20,17,0,0
18,15.48,15.48,0,3,0,2,20,18,0,0
19,8.07,8.07,0,2,0,3,20,19,0,0
20,10.05,10.05,0,2,0,4,20,20,0,0
21,7.6,7.6,0,1,0,4,20,21,0,0
22,22.97,22.97,0,6,0,1,20,22,0,0
23,16.28,16.28,0,3,0,3,20,23,0,0
24,20.23,20.23,0,3,0,4,20,24,0,0
25,8.59,8.59,0,4,0,4,20,25,0,0
