idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,10.47,10.47,0,4,0,0,20,1,0,0
2,9.27,9.27,0,3,0,0,20,2,0,0
3,8.84,8.84,0,1,0,0,20,3,0,0
4,5.31,5.31,0,1,0,1,20,4,0,0
5,22.39,22.39,0,4,0,1,20,5,0,0
6,21.28,21.28,0,4,0,2,20,6,0,0
7,15.26,15.26,0,5,0,0,20,7,0,0
8,9.55,9.55,0,3,0,1,20,8,0,0
9,13.33,13.33,0,3,0,2,20,9,0,0
10,11.42,11.42,0,1,0,2,20,10,0,0
11,22.21,22.21,0,4,0,3,20,11,0,0
12,6.68,6.68,0,2,0,0,20,12,0,0
13,7.02,7.02,0,2,0,1,20,13,0,0
14,12.23,12.23,0,1,0,3,20,14,0,0
15,11.4,11.4,0,1,0,4,20,15,0,0
16,21.83,21.83,0,5,0,1,20,16,0,0
17,17.15,17.15,0,3,0,3,20,17,0,0
18,23.78,23.78,0,4,0,4,20,18,0,0
19,9.06,9.06,0,2,0,2,20,19,0,0
20,20.27,20.27,0,6,0,0,20,20,0,0
21,7.58,7.58,0,2,0,3,20,21,0,0
22,22.07,22.07,0,3,0,4,20,22,0,0
23,9.99,9.99,0,2,0,4,20,23,0,0
24,15.86,15.86,0,6,0,1,20,24,0,0
25,19.56,19.56,0,6,0,2,20,25,0,0
