idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,20.08,20.08,0,6,0,0,20,1,0,0
2,21.97,21.97,0,6,0,1,20,2,0,0
3,18.51,18.51,0,1,0,0,20,3,0,0
4,12.59,12.59,0,4,0,0,20,4,0,0
5,17.97,17.97,0,5,0,0,20,5,0,0
6,9.98,9.98,0,2,0,0,20,6,0,0
7,22.4,22.4,0,6,0,2,20,7,0,0
8,20.2,20.2,0,5,0,1,20,8,0,0
9,7.53,7.53,0,1,0,1,20,9,0,0
10,22.37,22.37,0,5,0,2,20,10,0,0
11,16.23,16.23,0,4,0,1,20,11,0,0
12,18.69,18.69,0,4,0,2,20,12,0,0
13,21.71,21.71,0,4,0,3,20,13,0,0
14,14.11,14.11,0,2,0,1,20,14,0,0
15,7.37,7.37,0,1,0,2,20,15,0,0
16,15.5,15.5,0,2,0,2,20,16,0,0
17,7.3,7.3,0,3,0,0,20,17,0,0
18,9.34,9.34,0,1,0,3,20,18,0,0
19,12.13,12.13,0,3,0,1,20,19,0,0
20,14.98,14.98,0,2,0,3,20,20,0,0
21,12.59,12.59,0,1,0,4,20,21,0,0
22,5.54,5.54,0,3,0,2,20,22,0,0
23,6.06,6.06,0,3,0,3,20,23,0,0
24,22.3,22.3,0,3,0,4,20,24,0,0
25,5.77,5.77,0,2,0,4,20,25,0,0
