idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,23.76,23.76,0,1,0,0,20,1,0,0
2,17.74,17.74,0,6,0,0,20,2,0,0
3,5.29,5.29,0,1,0,1,20,3,0,0
4,5.66,5.66,0,2,0,0,20,4,0,0
5,9.44,9.44,0,2,0,1,20,5,0,0
6,13.93,13.93,0,5,0,0,20,6,0,0
7,16.39,16.39,0,5,0,1,20,7,0,0
8,5.65,5.65,0,1,0,2,20,8,0,0
9,9.93,9.93,0,4,0,0,20,9,0,0
10,10.68,10.68,0,4,0,1,20,10,0,0
11,13.52,13.52,0,4,0,2,20,11,0,0
12,9.13,9.13,0,3,0,0,20,12,0,0
13,7.19,7.19,0,1,0,3,20,13,0,0
14,8.3,8.3,0,2,0,2,20,14,0,0
15,16.73,16.73,0,5,0,2,20,15,0,0
16,22.38,22.38,0,6,0,1,20,16,0,0
17,12.01,12.01,0,1,0,4,20,17,0,0
18,8.32,8.32,0,3,0,1,20,18,0,0
19,22.22,22.22,0,5,0,3,20,19,0,0
20,15.48,15.48,0,4,0,3,20,20,0,0
21,8.4,8.4,0,3,0,2,20,21,0,0
22,11.92,11.92,0,2,0,3,20,22,0,0
23,19.86,19.86,0,4,0,4,20,23,0,0
24,14.68,14.68,0,2,0,4,20,24,0,0
25,17.31,17.31,0,3,0,3,20,25,0,0
