idx,weight,score,reloc,loc_x,loc_y,loc_z,size(ft),seq,group,emerg
1,19.89,19.89,0,6,0,0,20,1,0,0
2,7.33,7.33,0,1,0,0,20,2,0,0
3,9.11,9.11,0,1,0,1,20,3,0,0
4,23.97,23.97,0,6,0,1,20,4,0,0
5,7.76,7.76,0,2,0,0,20,5,0,0
6,15.95,15.95,0,5,0,0,20,6,0,0
7,18.51,18.51,0,5,0,1,20,7,0,0
8,23.68,23.68,0,5,0,2,20,8,0,0
9,18.93,18.93,0,1,0,2,20,9,0,0
10,15.97,15.97,0,2,0,1,20,10,0,0
11,8.5,8.5,0,3,0,0,20,11,0,0
12,13.33,13.33,0,2,0,2,20,12,0,0
13,14.85,14.85,0,2,0,3,20,13,0,0
14,22.23,22.23,0,1,0,3,20,14,0,0
15,7.86,7.86,0,4,0,0,20,15,0,0
16,12.45,12.45,0,3,0,1,20,16,0,0
17,17.96,17.96,0,2,0,4,20,17,0,0
18,11.04,11.04,0,4,0,1,20,18,0,0
19,12.15,12.15,0,4,0,2,20,19,0,0
20,13.69,13.69,0,1,0,4,20,20,0,0
21,14.85,14.85,0,3,0,2,20,21,0,0
22,19.91,19.91,0,3,0,3,20,22,0,0
23,15.41,15.41,0,4,0,3,20,23,0,0
24,22.77,22.77,0,3,0,4,20,24,0,0
25,10.14,10.14,0,4,0,4,20,25,0,0
