idx,loc_x,loc_y,loc_z,weight,seq,emerg,reloc,size(ft)
1,2,0,0,18.82,0,0,0,20
2,2,0,1,22.04,0,0,1,20
3,4,0,3,14.28,0,0,1,20
4,4,0,2,10.47,0,0,1,20
5,4,0,0,17.93,0,0,0,20
6,4,0,4,14.5,0,0,1,20
7,4,0,1,10.46,0,0,0,20
8,5,0,0,16.53,1,0,0,20
9,1,0,0,13.48,2,0,0,20
10,5,0,1,15.14,3,0,0,20
11,3,0,0,10.67,4,0,0,20
12,6,0,0,8.91,5,0,0,20
13,5,0,2,18.27,6,0,0,20
14,1,0,1,7.32,7,0,0,20
15,2,0,2,23.14,8,0,0,20
16,3,0,1,15.05,9,0,0,20
17,5,0,3,21.14,10,0,0,20
18,1,0,2,9.42,11,0,0,20
19,5,0,4,20.98,12,0,0,20
20,3,0,2,14.59,13,0,0,20
21,3,0,3,16.73,14,0,0,20
22,3,0,4,19.08,15,0,0,20
23,1,0,3,12.9,16,0,0,20
24,6,0,1,5.64,17,0,0,20
25,2,0,3,23.47,18,0,0,20
26,1,0,4,18.65,19,0,0,20
27,6,0,2,16.28,20,0,0,20
